id,alpha,beta,mu_c,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,tau,X^2,bic
44.0,0.15645591526368596,0.5214666127353683,0.272467684086528,0.5045054287014976,-0.06861097292550933,0.36170656891002906,0.28175740254230175,-0.33557397053696275,0.4381290164997559,401.9079965704915,7604.257713243467
45.0,0.11798387641257518,0.42098278964197666,0.23353579811293523,0.07228727531285781,0.2940825841081783,-0.2588952733191323,-0.14580342050688033,-0.14864018048191677,0.4465393050465958,725.6306196417311,8281.429849608532
46.0,0.37113358105931255,0.4200148955685274,0.32277195817727145,0.7679232088625921,-0.21466823561892462,0.10906880330616794,-0.0815296897529357,0.1128147387070827,0.43944315122812505,1716.7095842175352,9301.084235974111
47.0,0.1788706207829047,0.492692170870315,0.07595352511058406,0.032774534885841984,0.18009859872199685,-0.255123571594642,0.2448130430578879,0.07451595075769982,0.3102717354095812,1588.7192654254193,10071.15652390375
49.0,0.16532322880719807,0.5467377117310969,0.13409273350733578,0.07012341796304193,-0.30883988440344745,0.3461912014601879,-0.08248576258437346,0.020814280514036755,0.4461483629138453,852.1130404846867,8287.631887152029
50.0,0.2084213221274425,0.3044157336638064,0.16546912075302378,0.07418210612674393,0.2857477024769245,0.009411812483803784,-0.18829743112078973,0.25159729972032235,0.3796084243663132,1090.8869428940254,8913.46178076663
51.0,0.17535394699916634,0.3790614568378183,0.06202174422199358,0.3554166136556389,0.21917283358613804,0.023549277580477628,0.18589692186809773,-0.2902631702459697,0.42869823877563606,962.8828135258335,9001.165655686189
52.0,0.37745222891430985,0.4694215233914011,0.34694732689465585,0.040258865649465694,-0.01546750871981254,-0.09140854197194148,0.262941143059432,0.349422805386555,0.30536469756038054,1147.2026082075972,8542.086015135868
53.0,0.18087073545549984,0.40255164670773025,0.12761041376163135,0.06009045347899651,0.23207942490342112,0.3073348480485098,-0.1965500840336188,0.07977208156506393,0.44825472086183066,1061.0969254282481,9261.00368441178
55.0,0.10289473909642063,0.5295727995365643,0.29964282815765514,0.469264241916179,0.3627076651871275,0.36428384920185863,0.09800766273035183,-0.3173586541199007,0.3909960608084223,1209.642049295732,8817.163686153579
56.0,0.17606130502961764,0.5857580134483663,0.0708763031746762,0.6250874685617284,0.22954753577216952,0.02426140136335945,0.3792665900637202,-0.3719942006025707,0.44379634181848565,789.0492770523199,8690.817112768453
59.0,0.15031559802551894,0.48286424796940747,0.18419825807531512,0.6279221446581459,0.08121818259092049,-0.2692003958075298,0.3128734358958737,0.0338125925549098,0.4428862200410104,724.0781830058617,8381.059433957205
60.0,0.12459759108024493,0.34691996423904337,0.07214578086515694,0.05773097812256034,0.28545134303273234,0.03166188904592029,-0.1998840911026243,-0.08188288715728739,0.44179311631945906,1259.701330882057,9707.329172056045
61.0,0.1050678237317086,0.33083362785971815,0.2710496798707941,0.7421335320159418,-0.344898425779206,0.13943254541415873,0.22566448122623134,-0.031609989145099576,0.44703175315626154,1041.7871640024925,8980.624382136804
63.0,0.14206098347043933,0.5342322533433564,0.11164383493799793,0.05966520646367636,-0.07406392829222717,-0.07329845031484475,0.25121627621165266,0.3352051739826652,0.39860964112979597,728.0752190157984,9023.913209658478
64.0,0.37070085492696647,0.5692698541005798,0.4090054858570592,0.6060316400453334,0.0665815904294973,0.2735559541953543,0.37694524952342523,-0.13158303441594066,0.3933164716156725,1604.1196268333629,9157.457248655626
65.0,0.21699026531018828,0.4023485516971155,0.029880561086297594,0.6900758470651052,0.13122104301919252,0.01651265933839086,0.27642022926503973,-0.29921490664914446,0.44928110145561717,2456.023089774293,10963.728206164387
66.0,0.17610917918868296,0.3709926364671416,0.054294077858683856,0.36801027107656115,0.3248209173874489,-0.04130913976717296,0.375176222532835,-0.3794946133108036,0.44873931660669675,960.3567428663994,8559.7743207843
67.0,0.1837474271108722,0.44402321419561175,0.011347763551141005,0.4342997712273352,0.24512055905426072,0.06039394279264225,0.34048258194423686,-0.37022018636899223,0.44977776255998775,897.265238246602,9133.019106606409
68.0,0.20974027440132328,0.2247640558296798,0.34668914370082127,0.06635590190307608,0.16621325651667043,0.31924785935596134,-0.35807116279081297,0.11154420459257594,0.36887131864092926,818.9193642913732,8137.117351748428
69.0,0.3457419395019814,0.4221484209371531,0.36520358712796386,0.029455765429956926,0.35830663756331566,-0.060470872712189754,0.34462693029360064,-0.1409518826624474,0.4399010559102771,1496.6133281759644,9025.147187938968
70.0,0.12688000465786958,0.4702383739088863,0.12061450177875602,0.46388510092798185,0.21553505526505734,-0.02130765310916121,0.22277118657588751,-0.18890752084406243,0.40680521314471246,873.5563980847434,9015.059668627153
72.0,0.24050091306260946,0.07886937899997684,0.5257627669263699,0.5890696824507915,-0.34149392375153165,0.09711201336252248,0.3399972019948061,-0.20696101363782704,0.34266601597956137,1142.4241805577499,8700.872493520194
73.0,0.16647549594490615,0.17510637939010826,0.5250333885101789,0.539326343295082,-0.09970083686800282,0.35192705798253116,-0.329950518201507,-0.15521903391496517,0.42919344703700796,1028.764505674107,8520.437871747878
75.0,0.1742908819777985,0.5062208798558023,0.010011935843966036,0.45744712932230297,0.2934659253009883,0.023899687957023442,0.2080989846786938,-0.28390204367669636,0.43379080768317957,1048.1089877305383,9220.98361320963
76.0,0.17926338605014724,0.3587470580082921,0.04714839099082005,0.05126775052258378,0.23828243436406696,0.013131888103931316,-0.06840049805847251,-0.25818893355731976,0.3906494535524348,1468.7888816231657,10295.04012202708
77.0,0.17773532556426896,0.25078859352102484,0.2201894339647747,0.8201818465949167,-0.29757912756314203,-0.02988530610556229,-0.1173001973962639,0.1891874994549551,0.4459731117073881,982.8092974454736,8590.330934303322
78.0,0.15403638155885957,0.4659551031861508,0.13362793535839845,0.16197329935085142,0.10026341331898946,-0.003987692209854402,-0.09505345743864106,0.0017871694463483712,0.44241200387943,765.2356432111518,8706.228796254838
80.0,0.2004204857702248,0.46020374049725765,0.05204541285186216,0.4763650235525204,0.1926952314180323,-0.06041554327754077,0.3748041250291485,-0.3726489720934083,0.38277919317261544,982.5540176073183,8824.676277088658
81.0,0.22012493185549042,0.26151962849984817,0.1479202685525064,0.03153139274889212,0.2505264813448864,-0.11368045771436446,-0.00033571136926022086,-0.22260150237492776,0.4440243833898121,1480.3575095422352,9347.750155391153
83.0,0.20257742251974029,0.5067314334600636,0.11610881268554096,0.07630728437786682,-0.07864724924233664,0.2976784859427321,-0.0012052675595147933,0.12237145482666942,0.4495689629253644,883.607061647121,8882.55226756417
84.0,0.13842096894293798,0.3687361251538913,0.12534565442664247,0.3789498914481003,0.11259896207867266,0.011296407048819436,0.08700907899222601,-0.15726739374046272,0.4439570647131437,700.839301483538,9051.993948149906
85.0,0.2215280892885172,0.385222041606296,0.1132499285069225,0.11110983314306291,0.006000387822275001,-0.13084844081617047,-0.3127071914642756,0.36634222493391455,0.43460770872538973,1437.8736005222872,9998.410475568933
86.0,0.1740125973538837,0.5201987294965458,0.07845733816024975,0.5985661244621179,0.20391545194078609,-0.1916458856467833,0.257734081902006,-0.22717563612450037,0.43832845482500776,1085.7698192843213,9171.61203109439
87.0,0.14945136710084095,0.5191327963154505,0.15751908637732676,0.6038602366233512,0.207197303019708,-0.37864626032530946,0.24324557936421617,-0.07939102415011656,0.439182507326951,1480.7432852687116,9652.80926869865
88.0,0.178565639963354,0.40744310816502793,0.14833080183646774,0.9925877633549276,-0.1915173146768123,0.051698998821629136,-0.35971730611576447,0.3752810004554805,0.441376413579414,1010.0746774669987,8712.159745435161
90.0,0.2408189557032,0.6553927532690178,0.0519724297447504,0.6198685854581668,0.3167242304999939,-0.13166927421348298,0.3785279552577705,-0.2880538055702179,0.4430337791517981,1183.0786482735157,8980.437763765025
91.0,0.14312913169047647,0.4019020196768816,0.16338697151122228,0.5485572955636335,-0.0916042075909006,0.0018480587552258633,-0.032822108683307184,0.02636566465092792,0.3704317308611005,705.5886529376965,8454.520516766088
92.0,0.20734569497682023,0.27375000721720055,0.28898279147572953,0.10574048546642695,0.015441790619570961,0.01903424621557293,-0.3091573313282992,0.26848887100693275,0.3926622944213809,923.528508524938,8416.111278814633
93.0,0.1661249747031654,0.5898924415289518,0.02832828468692133,0.46566245725400457,0.28880463141535845,-0.07717566693868362,0.37713474035739747,-0.3569571286107747,0.4487842417380007,755.0297953375637,8848.111688002768
94.0,0.21091230223774646,0.4831793148453891,0.07345368208291805,0.7742517182341793,0.03798862790889173,-0.004524027096383981,0.36383889395334773,-0.20073503745609494,0.4330076294654539,2098.293097364445,10256.2345852001
95.0,0.14145253100489572,0.5438435966037933,0.10939476237879447,0.05124184442794938,0.1449980758790242,0.08259138688512974,-0.2369812969854307,-0.13205615237327736,0.3754537713540567,768.6776069208639,9285.649390281655
97.0,0.1113416808129728,0.5924313664123293,0.08436812232646673,0.5359199297368815,0.33523980746401505,-0.13403972906031406,0.25258387260906207,-0.30461456377947715,0.44651327553852305,583.6568871077852,8892.705555156877
98.0,0.1669082483405277,0.4769531653028391,0.3315582855657507,0.06679720482308499,0.3111859669714926,-0.36362482147665737,-0.048775284908750216,-0.1623270457487413,0.4395825219924857,825.3357426278216,8027.685459300799
104.0,0.15653835032693592,0.42236334136450504,0.14514134385565308,0.08651351398742935,0.3749867060589708,-0.1576907162157163,-0.1480380931593629,0.023598998760801647,0.4297746754285573,713.3918369651541,8629.624420599217
105.0,0.15031471716990794,0.3925987927092977,0.10289427329171436,0.1351176736491561,0.2619159962353984,-0.08582759905929707,0.06112399942319335,-0.11095735537320901,0.4372782925181953,559.7328571415786,8776.098178622233
107.0,0.18817906001589058,0.25927099630702416,0.22594858982859095,0.9815622297814994,-0.37141406352190276,0.11757049909848416,-0.11978164038786701,0.1351107282499127,0.43143247971491994,1224.5435374445244,8973.72175558132
108.0,0.1381294977452011,0.32119149870994934,0.31211460164565463,0.4810862519284089,-0.09878428156825265,0.27792401508519277,-0.12046130674372536,0.05132330111805006,0.3915630687092264,479.2365359389944,8017.233583855152
112.0,0.22580250016082626,0.2897386140862581,0.11422544084298332,0.057829281256225606,0.059455032658205426,-0.3006090923321743,0.18790356504251968,0.28038847041565873,0.4462072561521568,1828.3460649125802,9930.30564457996
113.0,0.15396941049635154,0.45311909253989924,0.16504041573513828,0.07253938843280475,0.32696732135793444,-0.18651187243373563,0.034816247672380646,-0.07086827783423505,0.44909898096143597,861.4363566557963,8872.811132878314
114.0,0.16393615504144124,0.4811833962720984,0.12409278063991705,0.055155810864309485,0.14300672988367852,-0.3617592659399461,-0.2775475860238853,-0.21705817475073272,0.4059642248974352,1026.1577842026018,9278.839379781683
115.0,0.1894859439705771,0.5136920866836692,0.09216258838884386,0.04106688520903157,0.07991302567024541,0.009625903028578416,-0.27674339375251844,0.3079734467667139,0.18904266275991294,832.7861541201189,9101.741792207762
117.0,0.1598369896795352,0.5389106127548277,0.14577300687764472,0.03973400226834062,-0.06510643342870623,0.10290456812721864,0.34028852158768347,-0.3036518549481295,0.43326382161191596,851.8979108949148,8406.863566234237
118.0,0.1409848500616351,0.5001587154109781,0.14010265663575194,0.022301121548934807,-0.1681460127927304,-0.21716791885386635,0.03865405477615399,0.08901147550741016,0.4315855027809008,970.7219999084642,9197.45010493857
120.0,0.17039592309341262,0.4755907233722702,0.11998885769598619,0.06659662971417277,0.2466060422407768,0.2122921706555914,-0.3256420176011747,0.04051578878603276,0.4482801321241538,1068.897476102177,9115.930300316006
121.0,0.12954244992460565,0.4074723384041857,0.19646408394456044,0.08865396863045721,0.2749676854252723,-0.028727933155472445,0.11673958120136388,-0.26348192832736783,0.4481914369756975,847.7421004233601,8471.51423451399
122.0,0.13737746802995804,0.3283545447064235,0.22198095404558968,0.5587900056828377,0.13729350327253909,-0.0969689509875934,0.003281138080173238,-0.19403877940933625,0.44602318551696624,867.3709491572542,8513.188209103746
123.0,0.14213727388174516,0.5781595680750067,0.19580292688425183,0.6923107397827456,-0.019650364893421493,0.16297706644461502,0.3116149375622005,-0.23423650449745492,0.4326018788424971,656.1286830879577,8495.073184777442
124.0,0.14967734860348972,0.39040184947218187,0.24571433292927652,0.029147561107362725,0.248828659294647,-0.309842104426771,-0.32203557804119565,0.1067411341391029,0.4488417922021129,728.0072570862785,8093.921879793417
125.0,0.13215842419822582,0.4536273158448481,0.15639218006749767,0.06797897860536913,0.30325226300823793,0.15888580227594548,-0.2699188225243616,-0.375417709426508,0.4208563148775517,748.1774404757349,9250.576812833127
126.0,0.12412745077773384,0.6332343499529007,0.12530882270321916,0.5747697163903631,0.22237480676962124,0.21178181556083503,0.29083000615693017,-0.36259580673294356,0.44981631558279855,758.6688762132586,8653.841655486776
130.0,0.15242626986654667,0.4833089864310455,0.06739063435474632,0.4057059272743711,0.2604351374438057,-0.014623752465021213,0.3176201657278814,-0.3754458598793616,0.44956479730828824,485.5719693364384,8252.002975189816
133.0,0.17779381452577808,0.3164141839563616,0.2000538016088038,0.08035680822381605,0.29514899545811396,0.25584795589956244,-0.19281877910904258,-0.00856128722751126,0.44854821259161415,962.0477600996452,8586.727268553626
