id,alpha,mu_c,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,tau,X^2,bic
2.0,0.13182501355701137,0.2086866803998028,0.09055371997751185,0.07963820842303689,-0.24195135856675415,-0.35269220941963547,0.2051252291606323,0.4473132002405294,906.7992732216466,9013.861060567151
4.0,0.19036131097155004,0.2166818271591458,0.01563310172411425,0.24770693104878252,0.025651887533181848,-0.02982791447073223,-0.036788275181407246,0.4436025265815665,780.2944955253885,8158.526104127686
5.0,0.12057939857421365,0.21107605863482012,0.39600577224128986,0.09146864574230357,0.19830181684997047,0.06857290570940724,-0.27539314460216274,0.3997243021011881,894.9385086722028,8415.255187462359
6.0,0.1486348452441386,0.16698339418524202,0.9586229728552715,-0.1627951859061339,0.07727725336344059,-0.016894773859058583,0.03434507488227749,0.437575239923988,700.860973666761,8665.321152535931
7.0,0.13983610380130607,0.16598069910431995,0.022053314718105566,-0.15777353478458342,0.08806532964492986,-0.09005108113441536,-0.24012190662523694,0.4135141424318764,1186.1654949578717,8902.65725303662
8.0,0.15494724358916934,0.14640545257898224,0.07309444280657273,-0.25648469125983836,0.1487432869442195,-0.2972663850093253,-0.025284492425096318,0.40483643097110084,937.4578746625544,8785.931975976133
13.0,0.15791335881513113,0.1938683610831834,0.06392241053390076,0.08746825920121737,0.0019287196283746671,-0.3730240851190646,0.3014117312623251,0.36912465152834584,962.3283378440912,8678.452891605588
14.0,0.20107972347930586,0.15513528924517064,0.7148272677748685,-0.037379135708803725,0.03987053757466362,0.2457260091340921,-0.18295884625106407,0.44009486346226406,916.2814092140395,8483.311562854999
15.0,0.16145052063520268,0.16784850161203876,0.45614615449319046,0.13495507300114132,0.14552186814045898,0.20207831200783738,-0.2469288719801804,0.441183726488962,794.9182722599094,8390.740070521786
16.0,0.1852346592609082,0.03732405618399083,0.4006669693736696,0.22624765363117438,0.01640698769093961,0.32823576158470336,-0.3629426725420484,0.44703701723319567,1074.637914924946,8846.755367960714
18.0,0.15996713631812698,0.15056325140369586,0.03919098711287135,-0.3265968635730129,-0.0845539822788563,0.16516930396010893,0.04077289375209431,0.44840971656341044,943.8247875457827,8633.7869654536
19.0,0.14286450073699486,0.1271161028961193,0.07785213546771652,0.3067032621564448,-0.12201097261184445,-0.26285234074374353,0.025812034634131915,0.44906135348844795,717.4269178791845,9037.845832844354
20.0,0.12396209359004393,0.046293887763116666,0.3913052734043544,0.2428783320539301,-0.02522659481801929,0.2646824972206535,-0.35323813590845654,0.44122988520992346,807.2120958122383,9046.831733971192
21.0,0.1196263653947297,0.25752893741449573,0.5805120827320457,-0.2990083996115619,0.14174401938203718,-0.11039991643737271,0.09808451869766277,0.44540541104048315,743.9699631768625,8345.970139116851
22.0,0.14657774226310982,0.19908816947172572,0.06579320808148414,0.3052874925964127,0.1587613475534408,-0.1302827602537076,0.04607714477372006,0.44849804710054414,934.8067567528161,8671.439838378947
23.0,0.14864012383377875,0.18268580315804753,0.05564981276990169,0.2370369869900112,0.17922515920730253,-0.015188385391930312,0.10082399616942576,0.4019365463906353,1061.5085116023865,8657.335870642637
26.0,0.10809446146002306,0.2138558639357277,0.48115343431581364,0.1755372115123469,0.20283765428334027,0.11843133826508784,-0.2235531318486344,0.42008390895617276,871.6593336806784,8716.062976386773
27.0,0.10885417719460393,0.22336196934114017,0.5582869044685586,0.36777153843311944,-0.23223694029880815,0.133976565575629,-0.2786181516530025,0.44823118002138584,916.8700807700014,8522.935194348589
28.0,0.16296449363331816,0.19772685648179772,0.05279657261377968,-0.06286331769187223,-0.31220370389902974,-0.11168915754651318,0.21368324364367,0.4130466008299842,632.8551366550274,8043.501922339207
29.0,0.15435867884935742,0.1936003184304039,0.08528092803669185,0.045274262359367795,0.03723824776850274,-0.36217371132665976,0.10239057309485881,0.4437280778593625,1146.030841218626,8754.70877303048
30.0,0.13318905774226147,0.20020861547630348,0.49594581384799563,0.25818457297449116,0.033813173976873626,0.1487338380368983,-0.35450609823038237,0.44849332225452165,678.2435492514251,8369.462353251098
31.0,0.09667137618547511,0.23093246035304235,0.4068300880600869,0.1169111963128393,0.1265661097012304,0.11747787556231654,-0.2584722144861128,0.4496322828460493,585.1164901370423,8101.688595317478
32.0,0.18012503652015827,0.11105053877764517,0.5545939327446527,0.08821716622263584,0.12231274679106108,0.14490393809806396,-0.15558402047414704,0.4496613962159295,1128.6773788416206,9049.78831445707
33.0,0.16611647920374478,0.1492137317785675,0.13823076292937653,-0.07768427863575719,-0.04789158989809733,-0.20063288041642696,0.21820631443880834,0.445908854454455,1059.0541174433158,9235.085206268772
34.0,0.11494481538353918,0.17222194286322606,0.07368018677226151,0.31534187307485845,-0.2129016449283121,-0.10787755400730811,-0.16626469132574767,0.4424647450373126,754.7968366837625,8694.636873584854
35.0,0.3197824225430418,0.47789429742396616,0.5661474929547492,-0.148038924667107,-0.14823507339771988,-0.25491843541890546,0.1681946069503164,0.4251392711617165,924.0482012639209,8235.427521934193
36.0,0.09373170362499131,0.13964650014321445,0.44819776943583245,0.22520674493514115,0.28625525429178333,0.2502866420473209,-0.3781057374667165,0.4164158575869329,709.5802665050988,8898.050011218542
37.0,0.19237765670302343,0.06160777476082724,0.6056160225882358,0.13012475105974192,-0.08412004488636866,0.3655533539162744,-0.2743868828181652,0.4483299568339367,1082.7001249278155,9131.158468598162
38.0,0.225776196202938,0.2577543074051687,0.58564671544138,-0.17885109888245374,0.10518556107522278,0.27806107503373384,-0.2964447177123359,0.4213191446779557,729.5688354849051,8071.214146245235
39.0,0.1587163603217318,0.15772044025703186,0.05495104872277193,-0.2867576683997905,-0.14021179594744565,0.12534060633327615,0.0106437140564909,0.44109483970894625,882.7488319037996,8559.731013297673
40.0,0.1288200540661169,0.1717848785974334,0.01286414859357149,-0.2555971602679142,-0.19572116858699826,0.1289682243963243,0.062069707210418906,0.4389330019252912,1007.8916504566838,8780.729193470162
41.0,0.1345837170264732,0.1790240311942626,0.053905152846988935,-0.14380166052578847,0.35061999246838493,-0.11727364149408184,0.20860595645183308,0.4487482215116036,834.5766391736361,8340.988548610767
42.0,0.33739472083792643,0.40631257621162775,0.4764261819293643,0.1158596916059,0.02005588717591625,0.10511082609711032,-0.16653714989416873,0.3387673364424975,960.3945439695672,8302.873429357376
43.0,0.1229131648312944,0.18712016212760377,0.5452731758442586,0.3406304110896755,-0.18912530004023898,0.18974196164251428,-0.3448989254947914,0.44834886722242184,743.0470237788742,8508.998088954295
44.0,0.15851070397899594,0.2647064395938945,0.4845974095641862,0.014621739140831933,0.308217199759499,0.3534287938856431,-0.37930291794585763,0.4394696346263779,407.988401711331,7604.816657466445
45.0,0.12013059327540543,0.2322317852094769,0.0782126493445176,0.03402374003683435,-0.1549268594801472,-0.27793934853553853,0.019139980489852788,0.4465014377240777,758.7894245255679,8309.067193574509
46.0,0.37136695343715775,0.28910876471614716,0.6420521221157722,0.02490579672635145,0.11512299551060458,0.1514442657217723,-0.3176254239426777,0.43941813035369903,1693.578417502079,9272.431608340792
47.0,0.14976100718376695,0.0812555833377322,0.08781467468318693,0.06420341781999629,0.02425265169838988,-0.23762518315086822,0.27299610038754535,0.4467141302021512,1331.1657526202714,9808.08155018074
49.0,0.16542111618809127,0.13194835424114554,0.07367959601523127,-0.1913390416490995,0.33942732845167745,0.09369235978462245,-0.03980826018774451,0.44613470323703747,864.6608282269947,8294.65821397647
50.0,0.2072525061626601,0.15290629494436553,0.7561225622272714,-0.015449570748331259,0.20509836513466445,0.31463598270517495,-0.2608981796900611,0.426590155069171,1060.4779895234838,8877.531366478232
51.0,0.1598109074409722,0.13442223186987587,0.0737670766212324,0.146421186691847,0.018995523684359875,-0.07473278618146115,-0.323840737786503,0.4487987052890211,1304.0663028631018,9336.827684105594
52.0,0.22874634760239992,0.24404488624246137,0.6267989814294183,0.07139258951025532,0.07462532239574762,0.378945419290085,-0.33222762044566867,0.36173650575532657,878.2396604980613,8267.601606508475
53.0,0.17358072396656105,0.11174853703379434,0.06730462980557811,-0.0726466276467042,0.21104789121532677,-0.24851168517968153,-0.24416226792291998,0.44901507972639254,1077.345118598817,9271.730416664488
55.0,0.09470732128521456,0.3232736947651099,0.457440610919663,0.3454254241303629,0.20181571900862577,0.05086219055897625,-0.19183599826573916,0.41629889400375164,1311.4458247775462,8913.446000717535
56.0,0.16887927381877021,0.1316823087999256,0.11237660181374887,0.03491545668811756,-0.007757535183808295,-0.21182984349221884,0.07039094616723772,0.4336175606491087,890.1555927953737,8786.401967593645
59.0,0.14435508129660446,0.18269379447126835,0.0418727977276698,-0.06779432609499475,0.34429959447882424,0.2772118494364043,0.17985554960436992,0.4491557016958796,1001.967340009185,8653.42713004267
60.0,0.12694296815924594,0.026215102969036046,0.07437214305713796,-0.2929439601536406,0.1103677107874982,-0.12290888998942004,-0.13373088736163047,0.4357809711239162,1228.1492049087383,9670.25558516486
61.0,0.10547338669520964,0.2527282154728695,0.09473213341720574,0.13911849234701423,-0.07837503651951729,-0.375883331144044,0.22587631809216752,0.44954940121041914,1018.6617794529906,8951.97753666944
63.0,0.13868972974192542,0.11776755917653892,0.05695950506767422,0.33965652485227554,0.32144322175407747,0.046391233156597086,0.27872067954554114,0.39786306561510826,719.0099257833658,9009.326455508186
64.0,0.37827817447240053,0.4381583538426507,0.5810105337530287,0.1790868770558544,0.3228003728032049,0.3717071253634707,-0.2571955526965588,0.4026949259807504,1625.6085453212745,9173.424706225676
65.0,0.24132648840617738,0.010300259220821326,0.5917309024286553,0.0033298838300951186,0.037058355848331705,0.3301898368287463,-0.2245386242119689,0.44976264675370053,2219.923542799914,10722.107198272151
66.0,0.17704711178956428,0.10047249266660695,0.46902457855319934,0.3493869297640322,0.02332854881637029,0.344261491524921,-0.36763545875957016,0.4357833320052105,1094.5540525426848,8688.450169542719
67.0,0.16239210498836307,0.10459888896785954,0.08093760718600487,0.15323402073225098,0.1434825406102807,-0.29859716821759397,-0.11393678051795716,0.448759310660391,1164.6565455230964,9394.88895296504
68.0,0.18595308181854622,0.22569070046394468,0.5669668482256681,0.16723958601137923,0.05124466711438641,0.27355740832617254,-0.1701064929065222,0.378679667764405,819.2439401557059,8131.920466694899
69.0,0.20516872929574131,0.14988841020425803,0.6224507625284883,0.18342983918835631,0.12965722375392078,0.37658316968425937,-0.3096787237388702,0.4486665577675546,975.1937260915458,8498.206124936687
70.0,0.11704219084016007,0.09062506573366201,0.49600988357548914,0.30485711513669655,-0.008383003019708355,0.37649989396081796,-0.30718350996815735,0.44665237135805136,853.8765263823061,8989.858336006853
72.0,0.36651927474963464,0.5180008935761695,0.4651600337171069,-0.15560042132994922,-0.06124158219700934,0.03245899626202502,0.022913302255071596,0.35374576024590487,1689.578766582144,9242.505618626723
73.0,0.15734985822483571,0.49498659787347776,0.10380804675190558,-0.337715377994268,-0.10872265713678794,-0.32532471400464696,0.2991420245667683,0.42956569498914227,1148.7479137578225,8634.89981891373
75.0,0.16497316815671054,0.09249733128677208,0.33932445853278287,0.03930585993148515,-0.017404175731763692,-0.10265162368856562,0.1304951254241283,0.4436426711933462,1062.2963201651396,9229.649484726371
76.0,0.19386233316979556,0.0586421242320917,0.07103819196787381,-0.1593441636995455,0.04580969963960926,-0.3719396618433674,-0.21791798366044937,0.4212833530516322,1379.523124121602,10200.252903607658
77.0,0.16215033640572918,0.17855343591951983,0.07342730822213261,-0.05461653929469308,-0.08402667836007456,-0.27266973688180024,0.21006296894458887,0.44484426150650414,1384.336155021883,8986.33633096187
78.0,0.15472939701722022,0.12864908646788076,0.098197407148779,0.19654566310486077,0.05422609250357339,-0.2300044785109761,0.0243482687784478,0.4424048577908834,834.2311742213884,8769.702866347208
80.0,0.19356929861411315,0.12340662469268704,0.06593939485772421,-0.01969516932566229,-0.14046576095028832,-0.3304007582597695,0.17850255730970555,0.4475984395421495,1388.5955351552911,9225.196333718766
81.0,0.20392321377405437,0.13858914884159274,0.9963071814546223,0.23831816776340842,-0.03486067467397365,0.15789915556183304,-0.12060987066301565,0.44667662352975945,1089.9446973125132,8951.815882243569
83.0,0.19021846531130268,0.12364840353264381,0.020916928503956985,-0.08064779548977939,0.009212457818765334,-0.14557883606030958,0.10015228499805924,0.4212188570938659,1063.2728075728203,9056.696552572008
84.0,0.13585999080790706,0.10455899886671034,0.03639543602581656,-0.3275584393263173,-0.3793827853635048,0.09259842334186953,-0.11340581552602924,0.42253447351226714,1018.2777889334814,9363.910974681987
85.0,0.21900113912416985,0.05371725419066875,0.7536939326142785,0.09310331129865707,0.0649338055232586,0.31700035754610206,-0.19638883717809683,0.44531466208571757,1297.3331289709151,9852.348543099693
86.0,0.17618578328149193,0.09104450631073321,0.6527679772732873,0.16375636485692752,-0.19668490850355794,0.241933362877936,-0.11457330489030976,0.44893014050531077,1081.3242958799517,9161.645046772164
87.0,0.14761336497399594,0.16053272698503923,0.5976011742256421,0.21241452219195806,-0.3575385589205391,0.22090658140232397,-0.11403051074098232,0.43962857918802783,1536.6710709836836,9703.215593495757
88.0,0.15347358141384557,0.19233312264854152,0.6134526017461556,0.3359058861724051,-0.054209979942435704,0.15680375128267846,-0.37867292856787144,0.4495924848590765,1217.1326029961772,8913.696210046483
90.0,0.24147282509693085,0.03386085419167819,0.4886343721889904,0.30781129721995504,-0.07332908342796668,0.3671251145895904,-0.32061401276095114,0.44338740015584654,1209.6990577097315,9001.536712283378
91.0,0.14204866006797842,0.13081414089083937,0.048851602438490176,-0.35146198988096156,0.33512961519470824,0.058082763614119,-0.007941774788961322,0.3679005580255048,749.2113041795672,8492.621707090095
92.0,0.3056703479444442,0.23436559573134097,0.5169056586123852,0.11352909476542739,-0.037970316663448495,0.3783610003354105,-0.292721554192094,0.15584574410165847,1119.3363914711567,8606.397700842992
