id,alpha,mu_c,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,tau,X^2,bic
93.0,0.16235048699382917,0.15195298968876061,0.08608200532157739,0.3318326727683606,-0.15780629308858135,-0.35451832230761815,0.24312873465760027,0.4486928221880082,858.1038366950544,8945.664268442393
94.0,0.2254302738329098,0.09915531602968924,0.9744850876571565,0.0024142203080397464,-0.002079651936412989,0.24583245946571047,-0.06724135019838579,0.44312451951908377,2228.7193695633396,10381.139396481127
95.0,0.1387883268594673,0.11659503708808383,0.05166029696398611,0.1931767555545147,0.19533987356520596,-0.3415817036915762,0.10277372758852475,0.3766542478483986,757.1081191976097,9268.558441640538
97.0,0.11118827034759368,0.13117861945906417,0.07112464396305457,0.22411215350207048,-0.2558332235291535,-0.26222517857076866,0.33334647265947476,0.4450620940314929,726.7147344702563,9030.24194160149
98.0,0.32559042975163033,0.3831829500665423,0.028619415374437185,0.19108590552724758,0.07291563378018903,-0.3228846762356413,0.3693419651309524,0.29188984000348117,872.7164297715865,8069.544685526697
104.0,0.15682997496848283,0.14524447985510774,0.09123411811953083,0.19675054197873046,-0.1283866069719718,-0.23162435852097313,0.13077321534857317,0.42933362910490536,751.3763129046325,8662.087435620833
105.0,0.14744846504151035,0.11129689658883221,0.14313800008610877,0.11059881479816744,-0.030406385484250224,-0.03305434764812161,0.009713524024683073,0.43647639992372156,591.2759435351043,8802.119804097894
107.0,0.15503637277794408,0.210170668953708,0.8624476728065879,-0.18896219950780663,0.04031086487210048,0.2100216740042153,0.007194009822559919,0.4332377288370337,1520.817066837279,9264.473824056218
108.0,0.14327788428852423,0.22191948560478675,0.545559427216294,0.27889460923130716,0.044093737761203775,0.1402453898775657,-0.23658925955718055,0.37705662939659335,489.43614435730154,8021.911731355596
112.0,0.23729274315018545,0.0277016051705503,0.49657581380991334,0.03826682908567953,-0.04125640170468888,0.35917269703797505,-0.31487502430203507,0.3550338906964611,1464.2878932526994,9560.726012002217
113.0,0.16038240330972428,0.1612035932995341,0.046742081799028765,0.35389558608882987,-0.26357167298231127,0.24353655416179243,0.01972404239622841,0.4487152111858559,960.6461995427305,8966.499514847388
114.0,0.16084062724955034,0.123245164031243,0.03721460261826688,0.09602905310229494,0.08704238952159035,-0.08184004190443528,0.18923359917824037,0.40510476646884597,1115.4737833267031,9362.633917987925
115.0,0.17221893972504346,0.10520709004336207,0.8152652930108343,-0.008805498368461302,-0.006015015680606808,0.15352062562008562,-0.12361458528173401,0.19390003567665995,740.6660057685793,9004.10018293836
117.0,0.16872432067491358,0.17822970918731362,0.06768839026456408,0.3313749474615442,0.011835907880061858,-0.24843393826823418,-0.14835011797972872,0.4336752627018843,643.7200760345654,8193.164270456027
118.0,0.14101003697589704,0.14018347620462868,0.010561781578487917,-0.14148238464488325,0.09465773641695863,-0.14823922809455486,0.07215887916741594,0.4312193642405546,970.7219999084642,9191.928644020709
120.0,0.16675541658967452,0.10609482048951452,0.02415280592384783,-0.1123457311781635,0.30468066279290423,-0.2804949479175272,0.2233548759773842,0.4464705186615222,1196.9894810248434,9238.500844320808
121.0,0.1341325174622781,0.18154407234995423,0.48131618969957546,0.27713035588574536,-0.06014959783850979,0.1684260473952693,-0.3230914877388025,0.43848734688621194,745.7702375352358,8364.020910708
122.0,0.13786552356556336,0.22241870703286998,0.08535938270851634,-0.1660857358088134,-0.054491753683427194,-0.36908341077907275,0.20940338248945498,0.4470171347903082,948.1092107164952,8588.405009745127
123.0,0.13980167850870284,0.2103719570958796,0.07177675786937543,0.0760568585213151,-0.13174300864238864,-0.33251928516853735,0.29863895206637925,0.4326079783720706,614.12110236858,8447.544143140203
124.0,0.16498848197292695,0.2527603147781501,0.07062163312855263,-0.09829549905133918,-0.31301451241535816,-0.29665139946194935,0.1289510607667912,0.44791421714568613,734.2364430835786,8094.6296048728545
125.0,0.12880240079820213,0.15115229336161304,0.06510011571077076,-0.24104883963260973,0.21754897777956686,-0.3251655724399518,-0.051829882529719144,0.4198011593821407,746.3727998491954,9243.250711288734
126.0,0.12660901078064968,0.1949663114292266,0.8988031340656788,-0.09924133458916233,0.14260471907659927,0.12439143120379002,-0.14384751172215882,0.4496821865127132,874.2685951617191,8763.919913517368
130.0,0.15138136365425753,0.17180186158501906,0.07612550456457401,0.08435626763365527,-0.10725296546917962,-0.3722778351731063,0.12446013098176516,0.4499309430246992,721.6007398982136,8482.510284833728
