id,alpha,beta,mu_c,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,tau,X^2,bic
2.0,0.13123812717933797,0.4529976705175855,0.22079992725296177,0.7340160578568968,-0.10797084399442902,0.21498589221302844,0.3634847563209965,-0.2922574115983789,0.4462928283600953,776.9348493712914,8889.518097634656
4.0,0.20161055802780303,0.5523675334151746,0.22070936917142966,0.018921139671156884,0.20347206581600732,0.35480297363398455,-0.2798641512000033,-0.1340393531253699,0.44357569413885267,784.7074484974084,8168.460518017567
5.0,0.12865911189045118,0.31916927728610933,0.24763188889466578,0.6776961349944981,-0.341274847138046,-0.13873191543503613,-0.2989086792638228,0.3633501120798638,0.40477208595512976,819.9773150980698,8345.815454806083
6.0,0.15485995613478595,0.35416405745987645,0.15513415750957313,0.9801025559182303,-0.3645528073688084,0.14783743245170158,-0.14942884701983777,0.164850084216348,0.43781773462163914,649.9465224127337,8619.928162199765
7.0,0.1275151439856832,0.5174460384097587,0.20201165501638135,0.06819822163884137,-0.00505478588449783,-0.3420000952566696,-0.15668977171107115,-0.09873808579461806,0.4499208527249511,894.4043785265326,8616.417597523141
8.0,0.1498819659483802,0.4343251932721866,0.16058522768949482,0.06605507920545212,0.18058080893632564,-0.14837131651547952,-0.3331943494911954,-0.08384152437980628,0.434697323224835,925.7011841608748,8779.696746392308
13.0,0.12943224768041972,0.4200692579808344,0.2414123136250885,0.7457361010078689,-0.16210829447429087,0.1007062085704534,0.1614357555645304,-0.16969730854363896,0.4405696318328066,870.5816149338485,8592.227629613206
14.0,0.22739591965978012,0.5338293615672273,0.1876873993771459,0.028047319940310178,0.26363555616761253,-0.10482237250658873,0.02175377036160596,-0.20173035961587849,0.4408890091661734,1420.533346677214,8993.084961236029
15.0,0.18744641167246695,0.672147829126809,0.18246551749853862,0.06599638034857863,-0.042776315963694696,-0.24169350956379224,-0.08954427488942279,0.2766903562377954,0.4400702957040076,908.4374050953576,8509.780664275095
16.0,0.1689835356275987,0.4490164737815935,0.16577369313604606,0.06349237446961403,0.37638503825120234,0.20258408693206076,-0.339504181682113,0.14413169653115773,0.44717708939316825,1430.0692201714073,9207.708134125038
18.0,0.16012494729699067,0.48793924125347443,0.1566864785345349,0.04640377871955985,-0.15989908987855997,0.2904577942294876,-0.324444845797917,-0.20785473487166184,0.4484552432873319,904.7873890684035,8600.271027894085
19.0,0.15062521071192725,0.5580792457445465,0.10404330442449394,0.015819151286451394,0.04763890875882374,0.33948925056232643,-0.09642961954973432,-0.030289176311938126,0.4415588383884408,830.2694065810881,9156.209782464119
20.0,0.11528940668600889,0.371481085288607,0.19110133876022542,0.9913476237287284,-0.1650349724471986,0.07393954654796284,0.0666269055213819,0.023915998092120434,0.4491950861228797,686.5079948386275,8931.649093915445
21.0,0.11996797431408646,0.5684612759296671,0.2268896000728053,0.08208620306156578,-0.08485182555712642,-0.34084144494843044,-0.05416486083925391,0.2217908117383502,0.44581754694170694,733.7342635768166,8341.255900434668
22.0,0.1594240158372796,0.42499275550451415,0.25870847531672936,0.08414103841659207,0.1459399699694048,0.01640387546398351,-0.33720929483922224,0.3721971711978168,0.4416829604842279,1011.2302891814395,8753.384831725432
23.0,0.14868127044543133,0.5551971879749508,0.19468613303374419,0.01821661345044462,-0.19292704039029324,0.05442047982071618,0.34148629714900264,0.11322986206003946,0.44062020392502105,1089.4023670543097,8690.751187012418
26.0,0.10761389300512039,0.3432591526110111,0.25125149777834443,0.980909106393252,-0.10337537591448578,-0.06781238863848563,-0.055976112013268034,0.11073828526378904,0.42091015615258365,847.9594491592319,8697.88455278319
27.0,0.10601834383254834,0.3849680100369277,0.31402670162217494,0.5198604856923879,0.09186079235367862,-0.2388523837422681,0.11880480153952565,-0.3028240562131474,0.4483157418583575,886.9441442755339,8498.530718771985
28.0,0.16254452816729992,0.5340776002547347,0.1938602565040983,0.05995714669017049,-0.24395124720088632,-0.33902853751828493,0.3172776933840933,-0.12846474485173617,0.44197103148853556,598.4640244440762,8014.632271046117
29.0,0.16647364942410092,0.3914257345738387,0.32714434066731396,0.9919188775429456,-0.0045151638202280174,0.012638967171734596,0.34313390379582426,-0.22620192825593693,0.4480957745691752,918.6861258927646,8532.88551862248
30.0,0.13056888015884865,0.5294295974965402,0.17439727629557647,0.5140157586241181,0.2516683665231592,0.08481556336305214,0.22770797749405589,-0.371683475827579,0.44816812173197385,707.0899858972457,8403.83025081478
31.0,0.10858171711434224,0.3959270033252312,0.31921740105766416,0.4596127239770582,0.03215109355866728,0.24478527691756577,0.05053362037406968,-0.15275228814094405,0.44404104859347715,471.9395471670453,7994.033113265343
