id,alpha,alpha_racial_bias,beta,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,eta,eta_r,tau,X^2,bic
2.0,0.2070865428030032,-0.12756741524852094,0.6197015969490003,0.3129363565125174,0.3365865097661016,-0.29870391234492194,0.25927920178501473,-0.3736406970367891,0.5613379161182648,-4.470941900958856,0.3138443750634644,936.5204299256953,9060.146600024782
4.0,0.08229278697162976,-0.2130458353391254,0.7584809477959064,0.36771841072545053,0.08499724644856776,0.0037228949384328375,0.3226516125314556,-0.36547284249428064,0.22118432218872303,-4.966294328221143,0.44353132526272004,899.2130801380742,8294.009071493958
5.0,0.07209128412182286,-0.3186946908638763,0.7946265662928512,0.21798849377575735,-0.0681260715343035,-0.028263728148271324,0.3783281217860721,-0.30835074436043197,0.6386214789533662,-4.906245524257105,0.4295303909075895,1204.739082313337,8741.620143857077
6.0,0.07235794534044393,0.04891436114912614,0.8653083134117381,0.6922083238217774,-0.33132833832919106,0.2865060408573168,0.35781077886428814,-0.06784948429703298,0.26713955030197845,-4.274534830365754,0.44437287252216373,846.3185260094428,8827.343087632196
7.0,0.09218283574777594,-0.3021956517068487,0.7009719602570179,0.27742573967602213,-0.07814115549862055,-0.10189823929991373,0.3719704292706286,-0.23330112099108663,0.5110154723872995,-4.980321400180672,0.3928649971743329,965.4583518277633,8698.514492660099
8.0,0.07651770550800849,-0.24859237204335366,0.5035283305413388,0.3753441136029414,0.005018742496814164,-0.04772554799726558,0.3721515912664618,-0.35894001007603504,0.5266920934268673,-1.9416991029238728,0.2648486160587236,805.7336198313128,8670.772103898473
13.0,0.07373171407661482,-0.22108098967626547,0.7245441947914579,0.3856553101515026,0.10721568591821727,0.04874520886378733,0.37603546715487624,-0.36408505533921093,0.6219382847229642,-4.531893784504752,0.44160232395543386,1200.5694146930223,8933.258351208104
14.0,0.11970269464098944,-0.1380108911901039,0.5602536217340311,0.5873521720368604,-0.0762835800032586,-0.011732832493606743,0.3782939436424544,-0.1266910439558105,0.41337540819983226,-2.1242765864565865,0.27217394221146096,838.8512245021335,8422.44576089668
15.0,0.08036455388278771,0.043119549015490456,0.8386290562866829,0.5882327992392808,-0.3469946112184999,0.1409201484737116,0.3443709570382103,-0.34957439010929886,0.2778658097137119,-4.656736384942656,0.449927357127714,786.8903337341263,8399.276514749592
