id,alpha,mu_c,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,tau,X^2,bic
133.0,0.1814809527060917,0.18444286644174981,0.08955150746443102,-0.12493441827232632,0.12918615676388,-0.36052995667426185,0.32690711666820027,0.44875256906205363,1035.337522533516,8654.495570069634
